,index,MEASDATE,ENGINETEMP,ENGINETEMP,ACURR,LOADFACTOR,PUMPINTAKEPRESSURE,LINEPRESSURE,WELLHEADPRESSURE,ANNULUSPRESSURE,WORKINGFREQ,FLOWRATE,VFM,ERROR
0,0,2021-06-30 15:00:01,0.0,0.0,22.1,80.0,0.0,10.16,11.339999,13.18,48.0,66.82,63.861332,2.9586680603027276
1,1,2021-07-01 00:00:03,0.0,0.0,22.1,80.0,0.0,10.16,11.339999,13.18,48.0,66.82,63.861332,2.9586680603027276
2,2,2021-07-01 05:00:01,0.0,0.0,22.0,80.0,0.0,9.3099999,9.6799999,14.030000000000001,48.0,66.82,65.13991,1.6800921630859307
3,3,2021-07-01 11:00:03,0.0,0.0,22.200001,81.0,0.0,9.6499997,10.979999999999999,15.919999999999998,48.0,66.82,65.67306,1.1469424438476494
4,4,2021-07-01 13:00:02,0.0,0.0,22.299999,81.0,0.0,9.4999999,10.549999,16.28,48.0,66.82,66.08038,0.7396166992187432
5,5,2021-07-01 14:00:03,0.0,0.0,22.4,83.0,0.0,9.1900003,10.290000000000001,16.950001,48.0,66.82,67.09401,-0.2740093994140693
6,6,2021-07-02 01:00:02,0.0,0.0,21.799999,78.0,0.0,9.150000200000001,10.61,9.95,48.0,69.120003,62.51192,6.608082071044919
7,7,2021-07-02 16:00:01,0.0,0.0,22.1,78.0,0.0,9.9599999,10.329999999999998,14.14,48.0,69.120003,64.264206,4.8557970673828095
8,8,2021-07-02 17:00:03,0.0,0.0,22.0,78.0,0.0,9.9599999,9.629999999999999,14.14,48.0,69.120003,64.483086,4.636917367675778
9,9,2021-07-02 18:00:03,0.0,0.0,22.1,78.0,0.0,8.5299999,9.5899999,14.14,48.0,69.120003,65.0936,4.026405587890622
10,10,2021-07-02 20:00:02,0.0,0.0,22.1,78.0,0.0,8.5299999,9.58,14.14,48.0,69.120003,65.097206,4.022796884277341
11,11,2021-07-03 00:00:02,0.0,0.0,22.1,84.0,0.0,9.95,11.59,13.430001,48.0,64.510002,64.890656,-0.38065351757812493
12,12,2021-07-03 08:00:02,0.0,0.0,22.0,84.0,0.0,7.8500003,8.500000199999999,7.7499998,48.0,71.41999799999999,64.26005,7.159950087402336
13,13,2021-07-03 09:00:03,0.0,0.0,21.799999,80.0,0.0,7.5599998,8.8499999,7.649999899999999,48.0,71.41999799999999,63.206947,8.213050673339836
14,14,2021-07-03 13:00:03,0.0,0.0,22.1,80.0,0.0,9.120000000000001,10.170000000000002,8.4600002,48.0,70.269997,62.5836,7.686397909423832
15,15,2021-07-03 14:00:02,0.0,0.0,22.200001,82.0,0.0,9.8400003,10.35,8.4600002,48.0,70.269997,62.734516,7.5354808562011755
16,16,2021-07-03 15:00:02,0.0,0.0,22.4,82.0,0.0,8.8099998,10.64,9.1600001,48.0,65.660004,63.412846,2.247158388427735
17,17,2021-07-03 16:00:03,0.0,0.0,22.200001,82.0,0.0,9.5599997,11.160001,9.1600001,48.0,69.120003,62.86285,6.257152810791013
18,18,2021-07-04 06:00:02,0.0,0.0,21.799999,80.0,0.0,7.990000200000001,9.1399997,13.869999999999997,48.0,67.970001,65.71196,2.258041161132809
19,19,2021-07-04 07:00:01,0.0,0.0,22.0,80.0,0.0,7.990000200000001,9.3099999,14.13,48.0,67.970001,65.83497,2.135032433105465
20,20,2021-07-04 13:00:02,0.0,0.0,22.0,82.0,0.0,8.7400001,9.819999900000001,15.74,48.0,69.120003,66.536255,2.583748117187497
21,21,2021-07-04 19:00:02,0.0,0.0,22.299999,82.0,0.0,8.439999799999999,9.9199998,17.25,48.0,69.120003,67.38685,1.7331545502929657
22,22,2021-07-05 00:00:02,0.0,0.0,22.299999,77.0,0.0,9.3099999,10.089999,9.4099998,48.0,67.970001,62.336514,5.633487480712887
23,23,2021-07-05 02:00:02,0.0,0.0,21.700001,77.0,0.0,9.3099999,9.7100002,9.150000200000001,48.0,67.970001,62.1526,5.8174016652831995
24,24,2021-07-05 03:00:02,0.0,0.0,22.5,77.0,0.0,9.3099999,10.34,9.150000200000001,48.0,67.970001,62.19826,5.771739739013668
25,25,2021-07-05 18:00:02,0.0,0.0,22.4,83.0,0.0,8.9200002,10.4,11.27,48.0,69.120003,64.63088,4.489120736816403
26,26,2021-07-05 19:00:02,0.0,0.0,22.299999,83.0,0.0,9.0499997,10.4,11.530000000000001,48.0,69.120003,64.66197,4.4580309541015595
27,27,2021-07-06 09:00:03,0.0,0.0,22.1,82.0,0.0,7.7700001,8.4899998,12.68,48.0,66.82,66.06798,0.7520220947265557
28,28,2021-07-06 10:00:02,0.0,0.0,22.200001,82.0,0.0,9.9000001,10.56,12.68,48.0,66.82,64.51977,2.3002322387695244
29,29,2021-07-06 18:00:02,0.0,0.0,22.4,84.0,0.0,8.89,9.8100001,16.950001,48.0,66.82,67.619354,-0.7993542480468818
30,30,2021-07-07 00:00:02,0.0,0.0,21.1,76.0,0.0,8.960000299999999,9.760000100000001,9.1100001,48.0,66.82,61.816177,5.003822631835931
31,31,2021-07-07 03:00:02,0.0,0.0,22.200001,76.0,0.0,8.8200003,9.719999999999999,9.1100001,48.0,62.209998999999996,62.262226,-0.05222710473633185
32,32,2021-07-07 05:00:02,0.0,0.0,21.799999,76.0,0.0,8.8200003,7.959999999999999,8.3999997,48.0,62.209998999999996,62.446198,-0.23619850976562873
33,33,2021-07-07 09:00:03,0.0,0.0,22.200001,81.0,0.0,7.7200001,8.7099999,7.929999800000001,48.0,62.209998999999996,63.688885,-1.4788857351074256
34,34,2021-07-07 16:00:02,0.0,0.0,22.200001,81.0,0.0,9.1600001,10.38,9.9400002,48.0,62.209998999999996,63.418697,-1.208698357177738
35,35,2021-07-08 01:00:03,0.0,0.0,22.299999,81.0,0.0,8.8200003,11.22,11.93,48.0,65.660004,64.17001,1.4899905722656257
36,36,2021-07-08 07:00:02,0.0,0.0,22.0,80.0,0.0,7.6999998000000005,9.089999800000001,14.040000000000001,48.0,65.660004,65.98781,-0.3278042275390618
37,37,2021-07-08 12:00:02,0.0,0.0,22.200001,80.0,0.0,9.209999999999999,10.089999,14.040000000000001,48.0,62.209998999999996,65.10359,-2.8935929189453162
38,38,2021-07-08 19:00:02,0.0,0.0,22.4,83.0,0.0,8.66,9.719999999999999,17.079999,48.0,62.209998999999996,67.56566,-5.355659569335941
39,39,2021-07-08 20:00:01,0.0,0.0,22.200001,82.0,0.0,8.6000001,9.9199998,17.35,48.0,62.209998999999996,67.33405,-5.124054039550785
40,40,2021-07-08 21:00:02,0.0,0.0,22.200001,82.0,0.0,9.1399997,10.4,17.589999,48.0,62.209998999999996,67.05434,-4.844337547851566
41,41,2021-07-08 22:00:02,0.0,0.0,22.200001,82.0,0.0,8.9200002,10.02,17.819999,48.0,69.120003,67.379654,1.7403490693359345
42,42,2021-07-08 23:00:01,0.0,0.0,22.5,83.0,0.0,10.48,11.959999999999999,17.29,48.0,69.120003,66.167755,2.952247873046872
43,43,2021-07-09 00:00:02,0.0,0.0,22.4,82.0,0.0,9.689999799999999,10.9,15.0,48.0,69.120003,65.5822,3.5378039033203095
44,44,2021-07-09 01:00:02,0.0,0.0,22.200001,82.0,0.0,9.3000001,9.7799999,13.08,48.0,69.120003,65.21558,3.9044191987304657
45,45,2021-07-09 02:00:02,0.0,0.0,22.200001,81.0,0.0,8.999999800000001,11.420000000000002,11.5,48.0,69.120003,63.800877,5.319126382568356
46,46,2021-07-09 03:00:02,0.0,0.0,22.299999,82.0,0.0,8.5900003,9.2799997,10.26,48.0,69.120003,64.44891,4.671089425781247
47,47,2021-07-09 04:00:02,0.0,0.0,21.799999,80.0,0.0,8.0900002,8.1900001,9.3199998,48.0,69.120003,63.985123,5.1348803193359345
48,48,2021-07-09 05:00:01,0.0,0.0,21.799999,80.0,0.0,8.410000199999999,9.9900001,9.060000200000001,48.0,69.120003,63.091385,6.0286181123046845
49,49,2021-07-09 06:00:01,0.0,0.0,22.200001,81.0,0.0,7.8399998,8.8099998,8.52,48.0,61.060001,63.869278,-2.8092769541015628
50,50,2021-07-09 07:00:01,0.0,0.0,22.200001,81.0,0.0,7.6999998000000005,8.8099998,8.149999999999999,48.0,61.060001,63.758698,-2.6986965097656253
51,51,2021-07-09 08:00:02,0.0,0.0,22.1,81.0,0.0,7.710000299999999,8.8099998,7.9699998999999995,48.0,61.060001,63.64014,-2.580139533447266
52,52,2021-07-09 09:00:01,0.0,0.0,22.0,80.0,0.0,7.680000099999999,9.030000000000001,7.8799999,48.0,61.060001,63.266064,-2.206062690185547
53,53,2021-07-09 10:00:02,0.0,0.0,21.5,78.0,0.0,9.17,10.38,8.3899999,48.0,61.060001,61.78796,-0.7279590524902346
54,54,2021-07-09 11:00:02,0.0,0.0,21.6,80.0,0.0,9.5899999,11.0,8.7699997,48.0,61.060001,62.06625,-1.0062488474121096
55,55,2021-07-09 12:00:01,0.0,0.0,21.6,79.0,0.0,10.979999999999999,11.870000000000001,9.2299998,48.0,61.060001,61.18178,-0.12178076879882838
56,56,2021-07-09 13:00:01,0.0,0.0,22.0,81.0,0.0,10.590000000000002,11.64,9.540000000000001,48.0,62.209998999999996,62.15614,0.0538596262206994
57,57,2021-07-09 14:00:02,0.0,0.0,22.6,84.0,0.0,9.2299998,10.759999999999998,9.6499997,48.0,59.900002,63.955807,-4.055804732177734
58,58,2021-07-09 15:00:02,0.0,0.0,22.0,81.0,0.0,9.3900001,10.470001,9.5599997,48.0,59.900002,63.05798,-3.1579775837402337
59,59,2021-07-09 16:00:02,0.0,0.0,22.4,82.0,0.0,9.120000000000001,10.009999999999998,9.4999999,48.0,59.900002,63.672035,-3.7720332172851556
60,60,2021-07-09 17:00:03,0.0,0.0,22.4,83.0,0.0,8.7699997,9.6799999,9.2900002,48.0,59.900002,64.06617,-4.166167738769531
61,61,2021-07-09 18:00:02,0.0,0.0,22.5,83.0,0.0,8.75,9.9699998,9.0799999,48.0,59.900002,63.9093,-4.009299757812499
62,62,2021-07-09 19:00:02,0.0,0.0,22.299999,82.0,0.0,8.6699998,9.8500001,8.999999800000001,48.0,59.900002,63.648228,-3.74822569165039
63,63,2021-07-09 20:00:01,0.0,0.0,22.4,82.0,0.0,8.4299999,9.3599999,8.9200002,48.0,59.900002,63.918163,-4.018161299560546
64,64,2021-07-09 21:00:01,0.0,0.0,22.0,81.0,0.0,9.9699998,10.56,8.9399999,48.0,59.900002,62.521893,-2.6218905476074212
65,65,2021-07-09 22:00:02,0.0,0.0,22.1,80.0,0.0,9.3900001,10.4,9.2900002,48.0,65.660004,62.76546,2.8945430319824226
66,66,2021-07-09 23:00:02,0.0,0.0,22.200001,81.0,0.0,9.2500001,10.61,9.58,48.0,65.660004,63.139362,2.5206416647949226
67,67,2021-07-10 00:00:02,0.0,0.0,22.1,81.0,0.0,9.0499997,10.009999999999998,9.8799998,48.0,65.660004,63.534756,2.1252482932128913
68,68,2021-07-10 01:00:01,0.0,0.0,22.1,81.0,0.0,8.6900002,9.660000199999999,10.190000999999999,48.0,65.660004,63.940723,1.7192805808105476
69,69,2021-07-10 02:00:02,0.0,0.0,22.200001,82.0,0.0,8.6799997,10.36,10.490000000000002,48.0,65.660004,64.09066,1.569343904785157
70,70,2021-07-10 03:00:02,0.0,0.0,22.0,80.0,0.0,9.2400002,10.36,10.8,48.0,65.660004,63.47872,2.181282381347657
71,71,2021-07-10 04:00:02,0.0,0.0,22.1,81.0,0.0,7.979999800000001,9.380000200000001,11.100000000000001,48.0,63.360001000000004,64.726006,-1.3660045541992147
72,72,2021-07-10 05:00:02,0.0,0.0,22.1,80.0,0.0,7.929999800000001,9.2400002,11.390001000000002,48.0,63.360001000000004,64.694244,-1.334243384765621
73,73,2021-07-10 06:00:02,0.0,0.0,22.0,80.0,0.0,7.4800003,8.6400002,11.670001000000001,48.0,63.360001000000004,65.17835,-1.8183513559570272
74,74,2021-07-10 17:00:01,0.0,0.0,22.1,81.0,0.0,8.8599998,10.039999,11.670001000000001,48.0,65.660004,64.39758,1.2624209921875007
75,75,2021-07-10 18:00:02,0.0,0.0,22.1,81.0,0.0,8.510000100000001,9.8000002,15.0,48.0,65.660004,66.10724,-0.4472347695312493
76,76,2021-07-10 19:00:01,0.0,0.0,22.1,81.0,0.0,8.500000199999999,9.7799999,15.280000000000001,48.0,65.660004,66.24202,-0.5820156533203118
77,77,2021-07-10 20:00:02,0.0,0.0,22.1,81.0,0.0,8.24,9.95,15.540000000000001,48.0,64.510002,66.39755,-1.887550490234375
78,78,2021-07-10 21:00:01,0.0,0.0,22.200001,81.0,0.0,7.7999997,9.2199999,15.779999,48.0,63.360001000000004,66.97427,-3.614272681640621
79,79,2021-07-10 22:00:01,0.0,0.0,22.299999,82.0,0.0,9.2000002,10.11,15.87,48.0,63.360001000000004,66.41026,-3.0502620615234335
80,80,2021-07-10 23:00:01,0.0,0.0,22.299999,82.0,0.0,9.719999999999999,10.540000000000001,14.069999,48.0,63.360001000000004,65.25242,-1.8924175180664022
81,81,2021-07-11 00:00:02,0.0,0.0,22.200001,81.0,0.0,9.2500001,10.149999999999999,12.6,48.0,63.360001000000004,64.655,-1.294997779296871
82,82,2021-07-11 01:00:01,0.0,0.0,22.1,81.0,0.0,8.8999999,10.309999999999999,11.36,48.0,63.360001000000004,64.1456,-0.785598365234371
83,83,2021-07-11 02:00:01,0.0,0.0,21.1,76.0,0.0,9.629999999999999,10.85,10.68,48.0,63.360001000000004,61.860508,1.4994930349121134
84,84,2021-07-11 03:00:01,0.0,0.0,21.799999,80.0,0.0,8.5500002,9.5200002,11.01,48.0,63.360001000000004,64.078064,-0.718062964843746
85,85,2021-07-11 04:00:01,0.0,0.0,21.799999,80.0,0.0,8.0199999,9.1000003,11.339999,48.0,63.360001000000004,64.58474,-1.2247386850585897
86,86,2021-07-11 05:00:01,0.0,0.0,21.799999,80.0,0.0,7.59,8.9200002,11.64,48.0,63.360001000000004,64.95195,-1.5919490732421835
87,87,2021-07-11 06:00:02,0.0,0.0,21.799999,80.0,0.0,8.5900003,9.2000002,11.950001,48.0,63.360001000000004,64.598305,-1.2383037485351522
88,88,2021-07-11 07:00:02,0.0,0.0,21.799999,79.0,0.0,7.649999899999999,8.5299999,12.26,48.0,64.510002,65.115265,-0.6052628925781249
89,89,2021-07-11 08:00:01,0.0,0.0,21.799999,80.0,0.0,7.4400002,8.7300003,12.57,48.0,64.510002,65.494804,-0.9848023823242187
90,90,2021-07-11 09:00:02,0.0,0.0,22.0,80.0,0.0,7.6999998000000005,8.84,12.89,48.0,64.510002,65.56482,-1.0548173359375
91,91,2021-07-11 10:00:02,0.0,0.0,21.700001,79.0,0.0,9.3000001,10.470001,13.18,48.0,64.510002,64.14406,0.36594377246093757
92,92,2021-07-11 11:00:01,0.0,0.0,22.1,81.0,0.0,9.750000199999999,10.87,13.48,48.0,64.510002,64.55744,-0.047439711425781184
93,93,2021-07-11 12:00:01,0.0,0.0,22.1,81.0,0.0,9.369999799999999,10.650001,13.769999999999998,48.0,64.510002,64.91515,-0.4051515034179687
94,94,2021-07-11 13:00:02,0.0,0.0,22.1,81.0,0.0,9.3199998,10.35,14.069999,48.0,64.510002,65.17745,-0.6674500874023437
95,95,2021-07-11 14:00:01,0.0,0.0,22.200001,82.0,0.0,9.750000199999999,11.22,14.349999,48.0,64.510002,65.08495,-0.5749513081054687
96,96,2021-07-11 15:00:02,0.0,0.0,22.200001,82.0,0.0,9.4499999,11.23,14.64,48.0,63.360001000000004,65.328026,-1.9680248178710897
97,97,2021-07-11 16:00:02,0.0,0.0,22.200001,82.0,0.0,9.1600001,10.46,14.9,48.0,70.269997,65.83661,4.433388113281254
98,98,2021-07-11 17:00:01,0.0,0.0,22.1,82.0,0.0,8.84,10.140001000000002,15.18,48.0,70.269997,66.16815,4.101845144531254
99,99,2021-07-11 18:00:02,0.0,0.0,22.1,81.0,0.0,8.3999997,9.750000199999999,15.46,48.0,70.269997,66.37162,3.8983768217773473
100,100,2021-07-11 19:00:02,0.0,0.0,22.1,81.0,0.0,8.1900001,9.3400002,15.730000000000002,48.0,70.269997,66.721504,3.5484927885742223
101,101,2021-07-11 20:00:02,0.0,0.0,22.1,81.0,0.0,8.0699998,9.4700003,16.0,48.0,70.269997,66.84088,3.4291156523437536
102,102,2021-07-11 21:00:02,0.0,0.0,22.1,81.0,0.0,7.73,8.75,16.259999999999998,48.0,70.269997,67.349464,2.9205325834960973
103,103,2021-07-11 22:00:03,0.0,0.0,23.0,85.0,0.0,11.43,12.66,15.190000999999999,48.0,70.269997,65.25064,5.019356130859379
104,104,2021-07-11 23:00:03,0.0,0.0,18.200001,63.0,0.0,9.6100003,10.79,13.36,48.0,65.660004,59.05278,6.607223848632813
105,105,2021-07-12 00:00:02,0.0,0.0,21.799999,79.0,0.0,9.3599999,10.229999999999999,13.680000000000001,48.0,65.660004,64.46487,1.195137361816407
106,106,2021-07-12 01:00:01,0.0,0.0,21.700001,79.0,0.0,8.8099998,9.7799999,13.919999999999998,48.0,65.660004,64.91552,0.744484285644532
107,107,2021-07-12 02:00:02,0.0,0.0,22.1,81.0,0.0,8.5900003,9.760000100000001,14.14,48.0,65.660004,65.70776,-0.0477596718749993
108,108,2021-07-12 04:00:02,0.0,0.0,21.799999,80.0,0.0,8.4600002,9.58,14.14,48.0,65.660004,65.48945,0.17055545263671945
109,109,2021-07-12 10:00:02,0.0,0.0,22.1,81.0,0.0,9.0100002,10.18,16.200000000000003,48.0,65.660004,66.3032,-0.6431957680664055
110,110,2021-07-12 11:00:01,0.0,0.0,22.1,81.0,0.0,9.4099998,10.4,16.46,48.0,65.660004,66.1813,-0.521293302246093
111,111,2021-07-12 12:00:02,0.0,0.0,22.0,81.0,0.0,9.4300002,10.880001,16.720001,48.0,65.660004,66.08071,-0.42070736474609305
112,112,2021-07-12 13:00:02,0.0,0.0,22.1,81.0,0.0,8.930000099999999,9.9400002,16.96,48.0,65.660004,66.7569,-1.0968929726562493
113,113,2021-07-12 14:00:02,0.0,0.0,22.1,81.0,0.0,10.52,11.379999999999999,17.209999999999997,48.0,65.660004,65.722046,-0.0620418984374993
114,114,2021-07-12 15:00:02,0.0,0.0,22.1,81.0,0.0,10.03,10.9,17.450000000000003,48.0,65.660004,66.19403,-0.5340267617187493
115,115,2021-07-12 16:00:02,0.0,0.0,22.1,81.0,0.0,9.1900003,10.16,17.7,48.0,63.360001000000004,66.90192,-3.541915503906246
116,116,2021-07-12 17:00:02,0.0,0.0,22.200001,82.0,0.0,8.8099998,9.760000100000001,17.94,48.0,63.360001000000004,67.56981,-4.2098079599609335
117,117,2021-07-12 18:00:03,0.0,0.0,22.200001,82.0,0.0,8.469999999999999,9.6399999,18.18,48.0,63.360001000000004,67.85275,-4.492751685546871
118,118,2021-07-12 19:00:02,0.0,0.0,22.1,81.0,0.0,8.320000199999999,9.49,18.419999999999998,48.0,63.360001000000004,67.8038,-4.443801490234371
119,119,2021-07-12 20:00:03,0.0,0.0,22.0,80.0,0.0,8.0699998,9.3199998,18.64,48.0,63.360001000000004,67.79254,-4.432540503906246
120,120,2021-07-12 21:00:02,0.0,0.0,22.0,81.0,0.0,8.119999799999999,9.0799999,18.880000000000003,48.0,63.360001000000004,68.19957,-4.8395687021484335
121,121,2021-07-12 22:00:02,0.0,0.0,22.700001,84.0,0.0,10.2,11.77,13.440000000000001,48.0,63.360001000000004,64.937775,-1.577773658203121
122,122,2021-07-12 23:00:02,0.0,0.0,18.9,66.0,0.0,9.6700001,11.100000000000001,10.07,48.0,63.360001000000004,58.405132,4.954868706298832
123,123,2021-07-13 00:00:02,0.0,0.0,20.700001,74.0,0.0,9.689999799999999,10.58,9.789999700000001,48.0,66.82,60.937275,5.882725067138665
124,124,2021-07-13 01:00:02,0.0,0.0,21.799999,80.0,0.0,9.0100002,10.490000000000002,9.150000200000001,48.0,66.82,62.71594,4.104061431884759
125,125,2021-07-13 02:00:02,0.0,0.0,21.6,79.0,0.0,8.6799997,9.4599998,8.8099998,48.0,66.82,62.76634,4.053661651611321
126,126,2021-07-13 03:00:02,0.0,0.0,21.700001,79.0,0.0,8.4299999,9.3400002,8.5500002,48.0,66.82,62.82562,3.994381256103509
127,127,2021-07-13 04:00:02,0.0,0.0,21.799999,79.0,0.0,8.130000200000001,8.999999800000001,8.2499999,48.0,66.82,62.966343,3.8536570739746026
128,128,2021-07-13 05:00:02,0.0,0.0,21.299999,77.0,0.0,8.479999900000001,9.599999799999999,8.61,48.0,66.82,62.138447,4.681553192138665
129,129,2021-07-13 06:00:02,0.0,0.0,21.700001,79.0,0.0,7.959999999999999,9.6700001,8.33,48.0,65.660004,62.79129,2.8687137167968757
130,130,2021-07-13 07:00:02,0.0,0.0,22.1,80.0,0.0,7.87,9.4499999,8.149999999999999,48.0,69.120003,63.194424,5.925579324462888
131,131,2021-07-13 08:00:03,0.0,0.0,21.799999,79.0,0.0,7.350000100000001,8.960000299999999,7.6599997,48.0,69.120003,63.021984,6.0980188996582
132,132,2021-07-13 09:00:01,0.0,0.0,21.6,78.0,0.0,7.5099998999999995,8.6900002,7.640000000000001,48.0,69.120003,62.748363,6.37163950512695
133,133,2021-07-13 10:00:02,0.0,0.0,21.700001,79.0,0.0,9.4499999,10.53,7.9699998999999995,48.0,69.120003,61.736713,7.383289590576169
134,134,2021-07-13 11:00:02,0.0,0.0,21.6,79.0,0.0,9.8699999,11.160001,8.2599998,48.0,69.120003,61.43951,7.680492654541013
135,135,2021-07-13 12:00:03,0.0,0.0,21.700001,80.0,0.0,9.26,9.9400002,8.5500002,48.0,69.120003,62.515465,6.604538217285153
136,136,2021-07-13 13:00:01,0.0,0.0,22.1,81.0,0.0,9.120000000000001,10.57,8.8300002,48.0,69.120003,62.8354,6.28460337231445
137,137,2021-07-13 14:00:02,0.0,0.0,22.1,81.0,0.0,8.9399999,9.9599999,9.120000000000001,48.0,69.120003,63.256397,5.863605752685544
138,138,2021-07-13 15:00:02,0.0,0.0,22.1,81.0,0.0,8.6699998,9.95,9.4099998,48.0,69.120003,63.495007,5.6249964387207
139,139,2021-07-13 16:00:01,0.0,0.0,21.799999,80.0,0.0,8.479999900000001,9.77,9.7100002,48.0,69.120003,63.434128,5.6858751923828095
140,140,2021-07-13 17:00:02,0.0,0.0,22.1,81.0,0.0,8.1900001,9.3900001,10.0,48.0,69.120003,64.149055,4.970947519042966
141,141,2021-07-13 18:00:03,0.0,0.0,22.1,81.0,0.0,7.9500002,9.1600001,10.280000000000001,48.0,69.120003,64.45124,4.668762460449216
142,142,2021-07-13 19:00:03,0.0,0.0,22.1,81.0,0.0,8.75,10.39,10.58,48.0,69.120003,63.8268,5.293201699951169
143,143,2021-07-13 20:00:01,0.0,0.0,21.799999,80.0,0.0,7.990000200000001,9.2799997,10.86,48.0,69.120003,64.31681,4.803192392089841
144,144,2021-07-13 21:00:02,0.0,0.0,22.1,81.0,0.0,7.929999800000001,9.369999799999999,11.15,48.0,69.120003,64.77149,4.348510995605466
145,145,2021-07-13 22:00:02,0.0,0.0,22.1,81.0,0.0,8.8099998,10.190000999999999,11.41,48.0,69.120003,64.2466,4.8734057099609345
146,146,2021-07-13 23:00:01,0.0,0.0,22.1,81.0,0.0,8.61,9.760000100000001,11.68,48.0,69.120003,64.60121,4.5187914521484345
147,147,2021-07-14 00:00:01,0.0,0.0,21.799999,80.0,0.0,8.290000000000001,9.8500001,11.950001,48.0,69.120003,64.47981,4.6401903779296845
148,148,2021-07-14 01:00:02,0.0,0.0,21.799999,80.0,0.0,8.2099998,9.4400001,12.24,48.0,69.120003,64.78924,4.330765023925778
149,149,2021-07-14 02:00:01,0.0,0.0,21.799999,80.0,0.0,8.1699997,9.5499998,12.509999999999998,48.0,69.120003,64.88557,4.234436288574216
150,150,2021-07-14 03:00:02,0.0,0.0,21.799999,80.0,0.0,7.929999800000001,9.3300003,12.780000000000001,48.0,69.120003,65.17967,3.9403307587890595
151,151,2021-07-14 04:00:02,0.0,0.0,21.799999,80.0,0.0,7.400000100000001,8.2999998,13.049999,48.0,69.120003,65.88072,3.2392809541015595
152,152,2021-07-14 05:00:01,0.0,0.0,21.700001,79.0,0.0,7.0899999000000005,8.3899999,13.309999999999999,48.0,69.120003,65.819466,3.3005373627929657
153,153,2021-07-14 06:00:02,0.0,0.0,21.799999,79.0,0.0,6.9700003,7.7899998,13.600000000000001,48.0,69.120003,66.24767,2.8723299653320282
154,154,2021-07-14 07:00:02,0.0,0.0,21.799999,79.0,0.0,7.3299997999999995,9.26,13.86,48.0,69.120003,65.69021,3.4297945649414032
155,155,2021-07-14 08:00:02,0.0,0.0,21.799999,79.0,0.0,7.3000001999999995,8.439999799999999,14.11,48.0,69.120003,66.110886,3.0091173798828095
156,156,2021-07-14 09:00:03,0.0,0.0,21.700001,79.0,0.0,7.27,8.3899999,14.380000000000003,48.0,62.209998999999996,66.2261,-4.0160981069335975
157,157,2021-07-14 10:00:02,0.0,0.0,21.799999,80.0,0.0,8.89,10.049999999999999,14.66,48.0,62.209998999999996,65.38127,-3.1712723623046912
158,158,2021-07-14 11:00:03,0.0,0.0,22.0,80.0,0.0,9.120000000000001,10.5,14.92,48.0,62.209998999999996,65.31119,-3.1011887441406287
159,159,2021-07-14 12:00:02,0.0,0.0,22.0,80.0,0.0,8.9700001,10.270000000000001,15.18,48.0,62.209998999999996,65.56803,-3.35803231103516
160,160,2021-07-14 13:00:02,0.0,0.0,21.799999,80.0,0.0,8.6400002,9.95,15.440000000000001,48.0,62.209998999999996,65.860016,-3.6500168691406287
161,161,2021-07-14 14:00:01,0.0,0.0,22.1,81.0,0.0,8.5299999,9.729999900000001,15.69,48.0,62.209998999999996,66.42929,-4.219291771484379
162,162,2021-07-14 15:00:02,0.0,0.0,22.1,81.0,0.0,8.66,9.5899999,15.95,48.0,62.209998999999996,66.54358,-4.333580101562504
163,163,2021-07-14 16:00:02,0.0,0.0,22.4,82.0,0.0,8.6500001,9.7000003,15.940000000000001,48.0,62.209998999999996,66.83954,-4.629539574218754
164,164,2021-07-14 17:00:02,0.0,0.0,22.200001,82.0,0.0,8.2099998,9.2199999,15.730000000000002,48.0,62.209998999999996,67.02507,-4.815071190429691
165,165,2021-07-14 18:00:02,0.0,0.0,22.4,82.0,0.0,7.8799999,9.209999999999999,15.549999,48.0,62.209998999999996,67.147026,-4.9370270620117225
166,166,2021-07-14 19:00:02,0.0,0.0,22.1,81.0,0.0,7.7499998,9.5200002,15.36,48.0,62.209998999999996,66.66603,-4.456031883789066
167,167,2021-07-14 20:00:02,0.0,0.0,22.1,81.0,0.0,7.7200001,9.1000003,15.2,48.0,62.209998999999996,66.75896,-4.548957909179691
168,168,2021-07-14 21:00:01,0.0,0.0,22.1,81.0,0.0,8.510000100000001,9.1299999,15.049999999999999,48.0,62.209998999999996,66.371414,-4.161415184570316
169,169,2021-07-14 22:00:01,0.0,0.0,22.1,81.0,0.0,9.689999799999999,10.67,14.92,48.0,58.75,65.29381,-6.5438079833984375
170,170,2021-07-14 23:00:02,0.0,0.0,22.6,83.0,0.0,10.45,11.51,14.680001,48.0,64.510002,65.222404,-0.7124024799804687
171,171,2021-07-15 00:00:02,0.0,0.0,20.5,73.0,0.0,9.49,10.490000000000002,10.25,48.0,64.510002,60.95339,3.556613785888672
172,172,2021-07-15 01:00:02,0.0,0.0,21.299999,77.0,0.0,8.999999800000001,9.6499997,9.8000002,48.0,64.510002,62.44871,2.061290604736328
173,173,2021-07-15 02:00:02,0.0,0.0,21.6,78.0,0.0,8.9099997,9.1600001,10.129999999999999,48.0,64.510002,63.14326,1.3667410441894532
174,174,2021-07-15 03:00:02,0.0,0.0,21.6,78.0,0.0,8.0000001,9.2799997,10.420001000000001,48.0,64.510002,63.584713,0.9252890178222657
